dataid,active_record,building_type,program_579,program_baseline,program_energy_internet_demo,program_lg_appliance,program_verizon,program_ccet_group,program_civita_group,city,state,pv,date_enrolled,date_withdrawn,house_construction_year,total_square_footage,first_floor_square_footage,second_floor_square_footage,third_floor_square_footage,half_floor_square_footage,lower_level_square_footage,audit_2011,audit_2013_2014,survey_2011,survey_2012,survey_2013,survey_2014,number_of_nests,indoor_temp_min_time,indoor_temp_max_time,gas_ert_min_time,gas_ert_max_time,water_ert_min_time,water_ert_max_time,egauge_min_time,egauge_max_time,use,grid,gen,air1,air2,air3,airwindowunit1,aquarium1,bathroom1,bathroom2,bedroom1,bedroom2,bedroom3,bedroom4,bedroom5,car1,clotheswasher1,clotheswasher_dryg1,diningroom1,diningroom2,dishwasher1,disposal1,drye1,dryg1,freezer1,furnace1,furnace2,garage1,garage2,heater1,housefan1,icemaker1,jacuzzi1,kitchen1,kitchen2,kitchenapp1,kitchenapp2,lights_plugs1,lights_plugs2,lights_plugs3,lights_plugs4,lights_plugs5,lights_plugs6,livingroom1,livingroom2,microwave1,office1,outsidelights_plugs1,outsidelights_plugs2,oven1,oven2,pool1,poollight1,poolpump1,pump1,range1,refrigerator1,refrigerator2,security1,shed1,sprinkler1,utilityroom1,venthood1,waterheater1,waterheater2,winecooler1
4193,yes,Single-Family Home,,,yes,,,CCET - Portal Only,,Austin,Texas,yes,11/22/11,,2008,2669,,,,,, , ,yes, , , ,,,,4/11/12 18:55,02:17.6,,,5/2/12 19:00,2/20/16 3:59,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
4297,yes,Single-Family Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,11/22/11,,2009,1439,1439,0,0,0,0, , ,yes,yes,yes,yes,,,,4/11/12 18:59,49:26.2,12/8/15 0:00,1/30/16 23:59,3/19/14 0:00,2/20/16 3:36,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4373,yes,Single-Family Home,,,yes,yes,,CCET - Pricing Trial,,Austin,Texas,yes,11/22/11,,2008,2122,,,,,, , ,yes,yes, ,yes,,,,4/11/12 18:59,38:54.7,,,5/31/12 19:00,2/20/16 4:59,yes,yes,yes,yes,,,,,yes,,yes,yes,yes,,,yes,yes,,,,yes,yes,yes,yes,,yes,,yes,,,,,,,,yes,yes,yes,,,,,,,,yes,,,,yes,,,,,,,yes,,,,,,yes,,,
4505,yes,Town Home,,,yes,,,CCET - Control,,Austin,Texas,yes,11/22/11,,2009,1576,778,798,0,0,0, , ,yes,yes,yes,yes,,,,5/9/12 13:00,5/10/13 16:27,,,5/15/12 19:00,2/20/16 2:56,yes,yes,yes,yes,,,,,,,,,,,,yes,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526,yes,Single-Family Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,11/22/11,,2009,2521,1476,1045,,,, ,yes, , , , ,,,,4/11/12 18:59,9/25/14 8:00,,,8/18/12 19:00,2/20/16 3:46,yes,yes,yes,yes,yes,,,,,,,,,,,yes,yes,,,,yes,,yes,yes,,yes,yes,yes,,,,,,,,yes,yes,yes,yes,yes,yes,,,yes,,yes,,,,yes,,,,,,yes,yes,,,,,,yes,,,
4732,yes,Single-Family Home,,,yes,,,CCET - Portal Only,,Austin,Texas,yes,11/22/11,,2008,1422,,,,,, , ,yes, ,yes, ,,,,4/11/12 18:56,48:34.2,5/1/12 13:00,10/28/15 23:35,5/24/14 0:00,4/22/15 2:59,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,
4743,yes,Single-Family Home,,,yes,,,CCET - Control,,Austin,Texas,,11/22/11,,2011,2071.5,680.5,1028,363,0,0, , ,yes,yes, , ,,,,4/11/12 18:59,8/12/15 3:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5129,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2008,1439,1439,0,0,0,0, ,yes,yes, , , ,1,,,4/11/12 18:51,48:44.2,,,3/19/12 19:00,2/20/16 5:34,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5246,yes,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,yes,11/22/11,,2009,1994,,,,,, , ,yes,yes, ,yes,,,,4/11/12 18:59,5/10/13 16:30,,,5/2/12 19:00,2/20/16 5:40,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5395,yes,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,yes,11/22/11,,2008,1556,,,,,, , ,yes, , , ,,,,4/11/12 18:59,56:37.7,,,11/1/12 19:00,2/20/16 3:50,yes,yes,yes,yes,,,,,,,yes,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,yes,,,yes,,yes,yes,yes,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,
5484,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,11/22/11,,,,,,,,, , , , , , ,,,,4/11/12 18:59,52:05.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5738,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2008,2843,1457,1386,0,0,0, , ,yes, , , ,2,,,4/11/12 18:15,5/10/13 16:29,,,5/2/12 19:00,2/20/16 3:59,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5796,yes,Single-Family Home,,,yes,,,CCET - Control,,Austin,Texas,yes,11/22/11,,2007,1720,1720,0,0,0,0, , ,yes,yes, , ,,,,4/11/12 18:39,34:15.7,,,5/2/12 19:00,2/20/16 2:59,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5921,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2008,2001,1435,566,0,0,0, , ,yes,yes, , ,,,,4/11/12 18:59,5/10/13 16:29,,,6/10/14 0:00,2/20/16 2:41,yes,yes,yes,yes,,,,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,yes,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,yes,,,,yes,,yes,,,
6266,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2008,2345,1385,960,0,0,0, , ,yes, ,yes,yes,2,,,4/11/12 18:59,5/10/13 16:28,,,5/2/12 19:00,2/11/16 6:59,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6473,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,11/22/11,,,,,,,,, , , , , , ,,,,4/11/12 18:56,5/10/13 16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6578,yes,Town Home,,,yes,,,CCET - Control,,Austin,Texas,yes,11/22/11,,2008,2020,,,,,, , ,yes,yes, , ,,,,4/11/12 18:34,00:33.0,,,1/11/13 0:00,2/20/16 2:39,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6685,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,11/22/11,,2011,1539,576,963,0,0,0, , , , ,yes, ,2,,,4/11/12 18:59,02:29.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7108,yes,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,yes,11/22/11,,2011,1435,602,833,0,0,0, , ,yes, , , ,,,,4/11/12 18:58,5/10/13 16:29,,,5/18/12 19:00,10/20/15 3:59,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7460,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,,,,,,,, , , , , , ,,,,4/12/12 14:30,14:32.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7560,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2007,2345,1385,960,0,0,0, , , ,yes, , ,2,,,7/2/12 15:53,26:00.4,,,8/19/14 0:00,2/20/16 4:59,yes,yes,yes,yes,,,,,yes,,,,,,,,yes,,,,,yes,,yes,,yes,,,,,,,,,,yes,yes,yes,,,,,,,,yes,,yes,,yes,,,,,,,yes,,yes,,,,,,,
7627,yes,Single-Family Home,,,yes,yes,,,,Austin,Texas,yes,11/22/11,,2008,2669,1455,1214,0,0,0, , ,yes, , ,yes,2,,,4/12/12 18:16,10/14/15 4:28,,,5/2/12 19:00,2/3/16 8:34,yes,yes,yes,yes,,,,,yes,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,yes,yes,,,,,,yes,,,
7682,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2008,1948,,,,,, , ,yes, , , ,,,,4/11/12 18:59,57:06.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7739,yes,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,11/22/11,,2008,1439,1439,0,0,0,, , , , , , ,,,,4/11/12 18:59,17:56.5,,,5/2/12 19:00,2/20/16 2:59,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7741,yes,Town Home,,,yes,,,CCET - Control,,Austin,Texas,yes,11/22/11,,2008,1842,1379,463,0,0,0, , , ,yes,yes, ,,,,10/2/12 8:08,54:21.0,,,5/2/12 19:00,2/20/16 4:59,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7800,yes,Single-Family Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,11/22/11,,2008,2075,2075,,,,, , ,yes,yes,yes,yes,,,,4/11/12 18:57,5/10/13 16:26,15:41.9,1/30/16 23:59,9/1/12 19:00,2/20/16 2:59,yes,yes,yes,yes,,,,,,,yes,,,,,,yes,,,,yes,yes,,yes,,yes,,,,,,,,,,,,yes,yes,yes,,,,,,yes,,,,yes,,,,,,,yes,,,,,,yes,,,
7813,yes,Town Home,,,yes,,,,,Austin,Texas,,11/22/11,,2009,1576,,,,,, , ,yes, , , ,,,,4/11/12 18:56,5/10/13 16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7850,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2007,2345,1385,960,0,0,0, , , , ,yes, ,2,,,11/17/12 17:35,48:12.8,,,5/15/12 19:00,2/20/16 3:59,yes,yes,yes,yes,,,,,,,,,,,,yes,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,
7863,yes,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,11/22/11,,2009,1994,,,,,, ,yes,yes, , , ,,,,4/11/12 18:59,5/10/13 16:29,,,7/20/12 19:00,2/20/16 5:59,yes,yes,yes,yes,,,,,yes,,yes,,,,,yes,yes,,,,yes,,yes,,,yes,,yes,,,,,,,,yes,yes,,,,,,,yes,,yes,yes,,,,,,,,,,yes,,,,,,,,,
7900,yes,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,11/22/11,,2009,2631.5,2631.5,0,0,0,0, , ,yes,yes, ,yes,,,,4/11/12 18:08,38:15.8,,,5/13/14 19:00,2/20/16 4:31,yes,yes,yes,yes,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
7919,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2008,3246,1706,1540,0,0,0, , , , , , ,,,,4/11/12 18:58,56:25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7965,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2009,3242,1540,1702,0,0,0, , , , , , ,2,,,4/11/12 18:59,26:14.1,,,12/3/13 0:00,2/20/16 5:38,yes,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8155,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2008,2471,1435,1036,0,0,0, , , , , , ,2,,,4/11/12 18:58,36:12.3,,,5/2/12 19:00,11/30/15 4:31,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
8156,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2008,2669,1455,1214,0,0,0, , , , , , ,,,,4/11/12 18:59,58:06.5,,,6/11/14 0:00,2/20/16 2:59,yes,yes,yes,yes,,,,,yes,,,,,,,yes,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,yes,yes,yes,,,,,,,yes,,,,yes,,,,,,,yes,,,,,,,,,
8386,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,11/22/11,,2007,1720,1720,,,,, , ,yes, , , ,,,,11/17/12 17:57,10:54.6,,,5/21/14 0:00,2/20/16 4:59,yes,yes,,yes,,,,,,,yes,,,,,,yes,,,,yes,yes,,yes,,yes,,,,,,,,yes,,yes,yes,,,,,,,yes,,yes,,,,yes,,,,,,yes,yes,,,,,,,,,
8467,yes,Single-Family Home,,,yes,,,CCET - Text Message,,Austin,Texas,yes,11/22/11,,2011,3165,,,,,, , ,yes, , , ,,9/24/14 17:49,2/16/16 18:59,10/8/12 14:10,27:24.6,7/10/12 18:00,10/28/15 23:50,4/21/13 19:00,6/18/15 4:59,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8669,yes,Single-Family Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,11/22/11,,2009,2919,1401,1518,0,0,0, ,yes,yes,yes, ,yes,,,,,,51:13.5,1/30/16 23:59,7/20/12 10:31,2/20/16 2:36,yes,yes,yes,yes,,,,,yes,,,,,,,yes,yes,,yes,,yes,,,yes,,yes,yes,,,yes,,,,yes,,yes,yes,,,,,,,yes,,yes,,,,yes,,,,,,yes,yes,,,,,,,,,
9052,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2008,2345,1385,960,0,0,0, , ,yes,yes,yes,yes,2,,,4/11/12 18:59,55:29.3,12/3/15 0:00,1/30/16 23:59,9/17/12 19:00,2/20/16 2:32,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
9600,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,,,,,,,, , , , , , ,,,,4/11/12 18:59,27:45.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9620,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,11/22/11,,2007,2345,1385,960,0,0,0, , ,yes, , , ,,,,4/12/12 18:53,29:13.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9773,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,11/22/11,,,2579,1586,993,,,, , ,yes, ,yes,yes,,,,4/11/12 18:52,38:54.8,,,5/31/14 19:00,1/4/15 17:59,yes,yes,,yes,,,,,yes,,yes,yes,yes,,,,yes,,,,yes,,yes,,,yes,,,,,,,,,,yes,yes,,,,,,,,,yes,,,,yes,,,,,,,yes,yes,yes,,yes,,,,,
9971,yes,Single-Family Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,11/22/11,,2009,2938,1459,1479,0,0,0, , ,yes,yes,yes, ,,,,4/11/12 18:56,12/21/15 22:21,8/20/15 14:03,1/30/16 23:59,2/5/14 18:00,2/20/16 2:38,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9982,yes,Single-Family Home,,,yes,yes,,CCET - Pricing Trial,,Austin,Texas,yes,11/22/11,,2008,1422,1422,,,,, ,yes,yes, ,yes, ,,,,4/11/12 18:37,30:26.2,6/15/15 17:48,12/27/15 23:59,10/24/12 8:52,2/20/16 4:59,yes,yes,yes,yes,,,,,,,yes,yes,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,,,yes,yes,yes,,,,,,,,yes,,,,yes,,,,,,,yes,yes,,,,,,,,
1508,,Single-Family Home,,,yes,,,CCET - Portal Only,,Austin,Texas,yes,1/1/12,7/3/15,,2122,,,,,, , , , , , ,,,,4/11/12 18:59,5/10/13 16:29,,,12/11/12 18:00,7/2/15 2:32,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3632,,Single-Family Home,,,yes,,,,,Austin,Texas,yes,2/2/12,5/31/13,2008,1720,1720,,,,, , , , , , ,,,,4/14/12 15:01,5/10/13 15:56,,,5/2/12 1:00,5/31/13 0:00,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6498,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,2/17/12,,1926,2164,1106,1058,0,0,0, ,yes, , ,yes,yes,,,,,,12/8/15 13:46,1/30/16 23:59,7/1/14 0:00,2/20/16 3:46,yes,yes,,yes,yes,,,,,,yes,,,,,,yes,,yes,,yes,,,yes,,yes,yes,yes,,,,,,,,yes,,yes,yes,yes,yes,,,,,,,yes,,,,,,,,,yes,yes,,,,,,,,
1632,yes,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,,3/8/12,,,,,,,,, , , , , ,yes,,,,,,,,3/15/13 0:00,2/20/16 2:38,yes,yes,,yes,yes,yes,,,yes,,,,,,,,yes,,,,yes,yes,yes,yes,,yes,yes,yes,yes,,,,,,,yes,yes,yes,yes,,,,,,,yes,,yes,yes,,,,,,,yes,yes,,,,,,,yes,,
3392,yes,Single-Family Home,,,yes,,,CCET - Portal Only,,Austin,Texas,,3/8/12,,,,,,,,, , , , , , ,,,,,,,,2/16/13 18:00,2/20/16 2:35,yes,yes,,,,,,,,,,,,,,,yes,,,,,yes,,yes,,yes,,,,,,,,,,yes,,,,,,,,,,yes,,,,,,,,,,,yes,,,,,,,,,
5210,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,3/8/12,,1949,1027,1027,0,0,0,0, , , ,yes, , ,,,,4/11/12 15:05,5/10/13 13:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
991,,Single-Family Home,,,yes,,,,,Austin,Texas,yes,3/19/12,8/31/12,2010,2919,1401,1518,,,, , , ,yes, , ,,,,,,,,5/2/12 1:00,8/31/12 0:00,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7856,,Single-Family Home,,,yes,,,,,Austin,Texas,,3/19/12,8/31/12,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6979,,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,yes,3/19/12,6/13/13,2008,1946,1001,945,0,0,0, , , , , , ,,,,,,,,5/11/12 1:00,6/13/13 0:00,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6112,,Single-Family Home,,,yes,,,,,Austin,Texas,yes,3/19/12,6/25/13,,,,,,,, , , , , , ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,3/19/12,,2009,2669,1455,1214,,,, , , , , , ,,,,4/11/12 18:59,45:20.8,,,6/6/14 0:00,2/20/16 4:59,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
1413,yes,Town Home,,,yes,,,,,Austin,Texas,,3/19/12,,,,,,,,, , , , , , ,,,,4/11/12 18:58,5/10/13 16:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1791,yes,Single-Family Home,,,yes,,,CCET - Control,,Austin,Texas,yes,3/19/12,,2008,2631.5,2631.5,0,0,0,0, , , , , , ,,,,4/11/12 18:23,44:56.1,,,3/13/14 0:00,2/19/16 3:59,yes,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1947,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,3/19/12,,1955,1419,1419,,,,, , , , , , ,,,,12/19/12 21:58,1/23/13 10:16,,,8/22/13 19:00,1/16/16 5:46,yes,yes,,yes,,,,,,,,,,,,,,,,,yes,yes,yes,,,,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,yes,,,yes,,,,,,,,,
2072,yes,Single-Family Home,,,yes,,,CCET - UT Text,,Austin,Texas,yes,3/19/12,,2008,3023,1473,1550,0,0,0, , , , , , ,,,,4/11/12 18:59,43:06.4,,,5/15/12 19:00,2/20/16 3:45,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3301,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,3/19/12,,,,,,,,, , , , ,yes, ,,,,4/11/12 18:59,21:21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3849,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,3/19/12,,2009,2297,2297,,,,, , , , , ,yes,,,,4/11/12 18:59,57:32.5,,,8/28/14 0:00,2/20/16 5:44,yes,yes,yes,yes,,,,,yes,,,,,,,,yes,,,,yes,yes,,yes,,yes,,,,,,,,,,yes,yes,yes,,,,,,,,yes,,,,yes,,,,,,,yes,,yes,,,,yes,,,
4029,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,3/19/12,,2008,3023,1473,1550,0,0,0, , , , , , ,,,,4/11/12 18:58,29:09.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4352,yes,Town Home,,,yes,,,CCET - Pricing Trial,,Austin,Texas,yes,3/19/12,,2008,1946,1001,945,,,, ,yes, ,yes, , ,,,,4/11/12 18:55,57:15.8,5/1/12 18:00,10/28/15 23:51,5/23/12 19:00,2/20/16 4:59,yes,yes,yes,yes,,,,,yes,,yes,yes,,,,yes,yes,,,,yes,,yes,,,yes,,,,,,,yes,,,yes,yes,,,,,,,,,yes,yes,,,yes,,,,,,yes,yes,,,,,yes,,,,
4356,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,3/19/12,,,,,,,,, , , , , , ,,,,4/11/12 18:59,27:48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4514,yes,Single-Family Home,,,yes,,,CCET - Portal Only,,Austin,Texas,yes,3/19/12,,2007,2122,1162,960,0,0,0, , , , , , ,,,,4/11/12 18:52,44:39.2,5/1/12 13:00,10/28/15 23:56,6/27/13 0:00,2/20/16 3:59,yes,yes,yes,yes,,,,,,,,,,,,,yes,,,,yes,yes,yes,,,yes,,,,,,,,yes,yes,,,,,,,,,yes,yes,yes,,,,yes,,,,,,yes,yes,,,,,,,,,
5131,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,3/19/12,,,,,,,,, , , , , , ,,,,4/11/12 18:59,44:23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7117,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,3/19/12,,2007,2122,1162,960,,,, , , , , , ,,,,4/11/12 18:52,48:10.1,,,5/29/14 0:00,2/20/16 3:59,yes,yes,,yes,,,,,yes,,yes,,,,,,yes,,,,yes,yes,yes,,,,,,,,,,,,,yes,yes,,,,,,,yes,,yes,yes,,,yes,,,,,,,yes,,,,,,,,,
7566,yes,Single-Family Home,,,yes,,,,,Austin,Texas,,3/19/12,,,,,,,,, , , , , ,yes,,,,4/11/12 18:59,11:51.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7767,yes,Single-Family Home,,,yes,,,CCET - Portal Only,,Austin,Texas,yes,3/19/12,,2008,1252,1252,0,0,0,0, , , , , , ,,,,4/11/12 18:59,5/20/15 9:42,,,5/2/12 19:00,2/20/16 3:53,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7794,yes,Single-Family Home,,,yes,,,CCET - Portal Only,,Austin,Texas,yes,3/19/12,,2008,2345,1385,960,0,0,0, , , , , , ,,,,4/11/12 18:59,03:46.2,,,12/11/12 18:00,2/20/16 3:59,,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,
8059,yes,Single-Family Home,,,yes,,,,,Austin,Texas,yes,3/19/12,,2009,2006,1556,450,,,, , , , , , ,,,,4/11/12 18:59,11:02.9,,,8/23/14 0:00,2/20/16 2:41,yes,yes,yes,yes,,,,,yes,,,,,,,,yes,,,,yes,yes,yes,,,yes,,yes,,,,,,,,yes,yes,yes,yes,,,,,,,yes,,,,,,,,,,,yes,,yes,,,,,,,
